TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,StoreID,StoreName,GroupStore,Type,Latitude,Longitude,Age,Gender,Marital Status,Income,Product Name,Price_y
TR93040,346,2022-01-03,P3,7500,2,15000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",62,0,Married,"5,08",Crackers,7500
TR73408,346,2022-06-02,P3,7500,1,7500,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",62,0,Married,"5,08",Crackers,7500
TR97998,346,2022-02-03,P3,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",62,0,Married,"5,08",Crackers,7500
TR45362,346,2022-09-15,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",62,0,Married,"5,08",Crackers,7500
TR89196,300,2022-12-18,P3,7500,1,7500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",25,1,Single,"4,22",Crackers,7500
TR88521,300,2022-11-03,P3,7500,2,15000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",25,1,Single,"4,22",Crackers,7500
TR54137,212,2022-11-10,P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",36,0,Married,"7,96",Crackers,7500
TR20253,365,2022-05-30,P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",28,0,Single,"6,05",Crackers,7500
TR24757,365,2022-01-06,P3,7500,5,37500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",28,0,Single,"6,05",Crackers,7500
TR46451,94,2022-09-26,P3,7500,4,30000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",53,0,Married,"12,94",Crackers,7500
TR38909,285,2022-04-03,P3,7500,4,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",20,0,Single,0,Crackers,7500
TR28937,285,2022-07-18,P3,7500,6,45000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",20,0,Single,0,Crackers,7500
TR57267,14,2022-10-17,P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",58,1,Married,"10,18",Crackers,7500
TR13021,42,2022-06-27,P3,7500,4,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",60,0,Married,"10,28",Crackers,7500
TR64172,42,2022-05-17,P3,7500,6,45000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",60,0,Married,"10,28",Crackers,7500
TR42263,89,2022-04-14,P3,7500,2,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",32,0,Married,"9,68",Crackers,7500
TR26976,89,2022-01-26,P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",32,0,Married,"9,68",Crackers,7500
TR14660,40,2022-01-28,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",19,0,Single,"3,48",Crackers,7500
TR43709,40,2022-11-26,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",19,0,Single,"3,48",Crackers,7500
TR51042,24,2022-09-10,P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",37,0,Married,"9,53",Crackers,7500
TR26690,155,2022-06-05,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",40,0,Married,"7,17",Crackers,7500
TR41225,336,2022-03-16,P3,7500,1,7500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",51,0,Single,"10,84",Crackers,7500
TR54004,336,2022-11-02,P3,7500,4,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",51,0,Single,"10,84",Crackers,7500
TR24498,336,2022-03-29,P3,7500,5,37500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",51,0,Single,"10,84",Crackers,7500
TR55115,336,2022-06-15,P3,7500,4,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",51,0,Single,"10,84",Crackers,7500
TR42568,336,2022-07-23,P3,7500,1,7500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",51,0,Single,"10,84",Crackers,7500
TR53260,214,2022-03-17,P3,7500,1,7500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",52,0,Married,"13,14",Crackers,7500
TR79155,200,2022-03-08,P3,7500,2,15000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",25,0,Married,"2,39",Crackers,7500
TR41780,200,2022-11-18,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",25,0,Married,"2,39",Crackers,7500
TR17404,372,2022-03-28,P3,7500,6,45000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",31,1,Married,"6,19",Crackers,7500
TR89318,183,2022-07-17,P3,7500,1,7500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",27,1,Single,"0,18",Crackers,7500
TR82094,183,2022-09-15,P3,7500,2,15000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",27,1,Single,"0,18",Crackers,7500
TR80016,183,2022-01-24,P3,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",27,1,Single,"0,18",Crackers,7500
TR98786,183,2022-11-24,P3,7500,1,7500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",27,1,Single,"0,18",Crackers,7500
TR71075,158,2022-05-06,P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",49,1,Married,"5,6",Crackers,7500
TR16264,158,2022-07-23,P3,7500,5,37500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",49,1,Married,"5,6",Crackers,7500
TR24807,158,2022-02-12,P3,7500,2,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",49,1,Married,"5,6",Crackers,7500
TR12061,189,2022-03-28,P3,7500,5,37500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",59,1,Single,"5,15",Crackers,7500
TR97709,189,2022-03-02,P3,7500,3,22500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",59,1,Single,"5,15",Crackers,7500
TR53608,189,2022-05-26,P3,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",59,1,Single,"5,15",Crackers,7500
TR57011,189,2022-05-30,P3,7500,6,45000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",59,1,Single,"5,15",Crackers,7500
TR52577,132,2022-07-03,P3,7500,5,37500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",41,0,Married,"17,69",Crackers,7500
TR34387,132,2022-12-13,P3,7500,4,30000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",41,0,Married,"17,69",Crackers,7500
TR47996,150,2022-03-05,P3,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",61,1,Married,"8,56",Crackers,7500
TR58906,150,2022-08-04,P3,7500,1,7500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",61,1,Married,"8,56",Crackers,7500
TR90674,150,2022-10-15,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",61,1,Married,"8,56",Crackers,7500
TR61977,46,2022-10-25,P3,7500,4,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",36,1,Married,"8,31",Crackers,7500
TR89889,397,2022-06-04,P3,7500,4,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",24,0,Single,"6,42",Crackers,7500
TR96145,397,2022-04-08,P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",24,0,Single,"6,42",Crackers,7500
TR81730,39,2022-05-30,P3,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",66,1,Married,"6,19",Crackers,7500
TR96509,39,2022-03-11,P3,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",66,1,Married,"6,19",Crackers,7500
TR27011,390,2022-01-07,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",20,1,Single,"3,7",Crackers,7500
TR85194,390,2022-08-31,P3,7500,4,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",20,1,Single,"3,7",Crackers,7500
TR16684,390,2022-01-10,P3,7500,3,22500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",20,1,Single,"3,7",Crackers,7500
TR66398,390,2022-03-07,P3,7500,1,7500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",20,1,Single,"3,7",Crackers,7500
TR4544,358,2022-04-03,P3,7500,3,22500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",32,1,Married,"3,2",Crackers,7500
TR56383,431,2022-09-13,P3,7500,5,37500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",40,1,Married,"9,51",Crackers,7500
TR52356,82,2022-09-18,P3,7500,3,22500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",60,1,Married,"6,24",Crackers,7500
TR62440,430,2022-04-16,P3,7500,6,45000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",55,1,Single,"18,37",Crackers,7500
TR40874,430,2022-07-18,P3,7500,4,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",55,1,Single,"18,37",Crackers,7500
TR39716,76,2022-05-19,P3,7500,1,7500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",38,1,Married,"7,88",Crackers,7500
TR23827,440,2022-11-18,P3,7500,2,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",40,0,Married,"3,47",Crackers,7500
TR99213,440,2022-05-24,P3,7500,4,30000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",40,0,Married,"3,47",Crackers,7500
TR931,136,2022-11-25,P3,7500,3,22500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",28,1,Married,"2,96",Crackers,7500
TR94801,331,2022-03-13,P3,7500,2,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",54,0,Married,"16,19",Crackers,7500
TR10270,215,2022-05-02,P3,7500,2,15000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",25,0,Single,"5,54",Crackers,7500
TR41139,215,2022-11-12,P3,7500,3,22500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",25,0,Single,"5,54",Crackers,7500
TR75052,151,2022-11-01,P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",42,0,Married,"10,38",Crackers,7500
TR58624,72,2022-05-22,P3,7500,4,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",26,0,Single,"1,81",Crackers,7500
TR49304,72,2022-03-07,P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",26,0,Single,"1,81",Crackers,7500
TR38129,253,2022-12-31,P3,7500,5,37500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",37,0,Married,"4,32",Crackers,7500
TR79467,21,2022-12-25,P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",52,0,Married,"12,72",Crackers,7500
TR67986,21,2022-05-29,P3,7500,5,37500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",52,0,Married,"12,72",Crackers,7500
TR85162,134,2022-09-08,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",50,0,Married,"18,62",Crackers,7500
TR5947,421,2022-09-08,P3,7500,3,22500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",35,0,Married,"9,01",Crackers,7500
TR8376,421,2022-08-23,P3,7500,3,22500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",35,0,Married,"9,01",Crackers,7500
TR16534,421,2022-02-01,P3,7500,2,15000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",35,0,Married,"9,01",Crackers,7500
TR83406,421,2022-07-08,P3,7500,1,7500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",35,0,Married,"9,01",Crackers,7500
TR90060,309,2022-06-05,P3,7500,2,15000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",23,0,Single,"3,03",Crackers,7500
TR69359,309,2022-11-06,P3,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",23,0,Single,"3,03",Crackers,7500
TR74741,234,2022-08-30,P3,7500,5,37500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",61,1,Married,"10,86",Crackers,7500
TR91651,234,2022-02-16,P3,7500,2,15000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",61,1,Married,"10,86",Crackers,7500
TR47249,434,2022-07-24,P3,7500,1,7500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",37,0,Married,"9,33",Crackers,7500
TR74533,257,2022-03-02,P3,7500,2,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",60,0,Married,"4,25",Crackers,7500
TR56815,112,2022-01-04,P3,7500,6,45000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",31,1,Married,"4,44",Crackers,7500
TR84380,112,2022-02-28,P3,7500,3,22500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",31,1,Married,"4,44",Crackers,7500
TR11644,293,2022-08-30,P3,7500,1,7500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",54,0,Married,"10,4",Crackers,7500
TR40082,293,2022-01-02,P3,7500,3,22500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",54,0,Married,"10,4",Crackers,7500
TR76806,62,2022-07-22,P3,7500,3,22500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",51,1,Married,"13,62",Crackers,7500
TR3948,62,2022-04-19,P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",51,1,Married,"13,62",Crackers,7500
TR96262,62,2022-04-24,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",51,1,Married,"13,62",Crackers,7500
TR48712,62,2022-07-06,P3,7500,6,45000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",51,1,Married,"13,62",Crackers,7500
TR22592,29,2022-06-24,P3,7500,6,45000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",59,1,Married,"10,5",Crackers,7500
TR78548,29,2022-08-05,P3,7500,1,7500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",59,1,Married,"10,5",Crackers,7500
TR64482,137,2022-12-18,P3,7500,4,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",34,1,Married,"6,36",Crackers,7500
TR65092,137,2022-01-10,P3,7500,5,37500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",34,1,Married,"6,36",Crackers,7500
TR18734,137,2022-07-27,P3,7500,6,45000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",34,1,Married,"6,36",Crackers,7500
TR40506,414,2022-05-17,P3,7500,6,45000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",21,1,Single,"0,74",Crackers,7500
TR37123,85,2022-04-03,P3,7500,2,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",59,1,Married,"7,89",Crackers,7500
TR99679,52,2022-09-29,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",37,0,Married,"3,73",Crackers,7500
TR98303,443,2022-04-19,P3,7500,1,7500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",33,1,,"9,28",Crackers,7500
TR8341,135,2022-09-22,P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",41,0,Married,"3,28",Crackers,7500
